Serotype,Region,Subregion,Country,Admin.level.1,Latitude,Longitude,Animal.type,Species,Report.date
H5N5,Asia,Eastern Asia,Japan,Hokkaidoo,43.0619,141.3544,Wild,Large-Billed Crow (Corvus Macrorhynchos),19/01/2024
H5N1,Asia,South-Eastern Asia,Viet Nam,Tien Giang,10.404861,106.603236,Domestic,Chicken,17/01/2024
H5N6,Asia,Eastern Asia,Republic of Korea,Kyonggi-do,37.100408,127.488778,Domestic,Unspecified Bird,15/01/2024
H5N5,Asia,Eastern Asia,Japan,Hokkaidoo,43.0619,141.3544,Wild,Large-Billed Crow (Corvus Macrorhynchos),19/01/2024
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43,142,Wild,Whooper Swan:cygnus Cygnus(Anatidae),19/01/2024
H5N1,Asia,Western Asia,Israel,Northern,33.0511,35.6089,Wild,Peregrin Falcon:falco Peregrinus(Falconidae),27/01/2024
H5N6,Asia,Eastern Asia,Republic of Korea,Kyonggi-do,37.100408,127.488778,Domestic,Chicken,15/01/2024
H5N6,Asia,Eastern Asia,Republic of Korea,Kyonggi-do,37.100408,127.488778,Domestic,Chicken,15/01/2024
H5N1,Asia,Eastern Asia,Republic of Korea,Kyonggi-do,36.96302,127.110831,Domestic,Unspecified Bird,15/01/2024
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,42.9848,144.3813,Wild,White Tailed Eagle (Haliaeetus Albicilla),14/03/2024
H5N1,Asia,South-Eastern Asia,Cambodia,Siem Reap,13.42301,103.73095,Domestic,Unspecified Bird,10/01/2024
H5N1,Asia,Eastern Asia,Japan,Gifu,35.506,136.7816,Domestic,Unspecified Bird,10/01/2024
H5N1,Asia,South-Eastern Asia,Cambodia,Prey Veng,11.398322,105.400503,Domestic,Unspecified Bird,10/01/2024
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.119722,120.103333,Wild,Black-Faced Spoonbill (Platalea Minor),4/01/2024
H5N1,Asia,South-Eastern Asia,Cambodia,Prey Veng,11.40102,105.46072,Domestic,Unspecified Bird,10/01/2024
H5N6,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.989722,126.471389,Domestic,Unspecified Bird,15/01/2024
H5N1,Asia,Western Asia,Israel,Central District,32.3508,34.927,Wild,Teal,27/01/2024
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.702056,120.255583,Domestic,Unspecified Bird,2/01/2024
H5N1,Asia,Eastern Asia,Japan,Gunma,36.621,138.9436,Domestic,Unspecified Bird,10/01/2024
H5N1,Asia,Central Asia,Kazakhstan,Mangistauskaya,43.438,51.3331,Wild,Mute Swan:cygnus Olor(Anatidae),3/01/2024
H5N1,Asia,Eastern Asia,Japan,Kanagawa,35.282,139.6739,Wild,Ural Owl,19/01/2024
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.22094,120.23364,Domestic,Chicken,19/01/2024
H5N1,Asia,Eastern Asia,Republic of Korea,Cheju-do,33.4185,126.865143,Wild,Unspecified Bird,26/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Cheju-do,33.461806,126.935472,Wild,Northern Shoveler,5/02/2024
H5N6,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.74343,127.072063,Domestic,Unspecified Bird,8/01/2024
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.106159,130.273976,Wild,Unspecified Bird,25/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.74343,127.072063,Domestic,Duck,8/01/2024
H5N6,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.74343,127.072063,Domestic,Duck,8/01/2024
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.0906,130.3532,Wild,Hooded Crane:grus Monacha(Gruidae),9/01/2024
H5N1,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.811,126.676667,Domestic,Unspecified Bird,8/01/2024
H5N1,Asia,Eastern Asia,Republic of Korea,Kyongsangbuk-do,36.138532,128.351942,Wild,Unspecified Bird,22/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Kyongsangbuk-do,36.137472,128.351748,Wild,Whooper Swan:cygnus Cygnus(Anatidae),8/01/2024
H5N6,Asia,Eastern Asia,Republic of Korea,Kyongsangbuk-do,36.137472,128.351748,Wild,Whooper Swan:cygnus Cygnus(Anatidae),8/01/2024
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.0906,130.3532,Wild,Hooded Crane:grus Monacha(Gruidae),27/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Kyongsangbuk-do,36.137472,128.351748,Wild,Whooper Swan:cygnus Cygnus(Anatidae),8/01/2024
H5N1,Asia,Eastern Asia,Hong Kong  SAR,Administrative unit not available,22.408705,114.057637,Wild,Eurasian Wigeon:anas Penelope(Anatidae),9/01/2024
H5N1,Asia,Eastern Asia,Hong Kong  SAR,Administrative unit not available,22.435293,114.119752,Wild,Eurasian Wigeon:anas Penelope(Anatidae),9/01/2024
H5N1,Asia,Eastern Asia,Hong Kong  SAR,Administrative unit not available,22.42,114.1,Wild,Eurasian Wigeon:anas Penelope(Anatidae),9/01/2024
H5N1,Asia,Eastern Asia,Japan,Kooti,33.4958,133.425,Wild,Eurasian Wigeon:anas Penelope(Anatidae),27/12/2023
H5Nx,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.495122,126.920547,Domestic,Unspecified Bird,8/01/2024
H5N1,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.495122,126.920547,Domestic,Duck,8/01/2024
H5N1,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.495122,126.920547,Domestic,Duck,8/01/2024
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,42.0165,143.1482,Wild,Large-Billed Crow (Corvus Macrorhynchos),27/12/2023
H5N1,Asia,Eastern Asia,Japan,Aomori,40.8075,140.4461,Wild,Large-Billed Crow (Corvus Macrorhynchos),27/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,35.753928,126.792043,Wild,Unspecified Bird,23/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,35.678786,126.893261,Wild,Unspecified Bird,8/01/2024
H5N6,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,36.042458,126.970689,Domestic,Unspecified Bird,8/01/2024
H5N1,Asia,Eastern Asia,Hong Kong  SAR,Administrative unit not available,22.42,114.1,Wild,Scolopacidae (Unidentified):Scolopacidae (Incognita)(Scolopacidae),2/01/2024
H5N6,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,35.678786,126.893261,Wild,Unspecified Bird,8/01/2024
H5N6,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,35.678786,126.893261,Wild,Unspecified Bird,8/01/2024
H5N6,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,35.740289,126.844229,Domestic,Unspecified Bird,8/01/2024
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.106159,130.273976,Wild,Unspecified Bird,18/12/2023
H5N1,Asia,Eastern Asia,Japan,Hukuoka,33.5902,130.4017,Wild,Charadriidae (Unidentified):Charadriidae (Incognita)(Charadriidae),27/12/2023
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.0906,130.3532,Wild,Hooded Crane:grus Monacha(Gruidae),27/12/2023
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.0906,130.3532,Wild,White-Naped Crane:grus Vipio(Gruidae),27/12/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.61755,120.43047,Domestic,Goose,19/01/2024
H5Nx,Asia,Eastern Asia,Japan,Hyoogo,34.69,135.195556,Wild,Harris's Hawk (Parabuteo Unicinctus),14/12/2023
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.106159,130.273976,Wild,Unspecified Bird,14/12/2023
H5N1,Asia,Eastern Asia,Japan,Hyoogo,34.6895,135.1957,Wild,Harris's Hawk (Parabuteo Unicinctus),14/03/2024
H5N1,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.837958,126.602369,Domestic,Unspecified Bird,26/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,42.0165,143.1482,Wild,Large-Billed Crow (Corvus Macrorhynchos),27/12/2023
H5N1,Asia,Eastern Asia,Japan,Oosaka,34.693889,135.502222,Wild,Large-Billed Crow (Corvus Macrorhynchos),13/12/2023
H5N1,Asia,Eastern Asia,Japan,Oosaka,34.694,135.5021,Wild,Large-Billed Crow (Corvus Macrorhynchos),14/03/2024
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,42.2859,143.3114,Wild,White Tailed Eagle (Haliaeetus Albicilla),27/12/2023
H5N1,Asia,Eastern Asia,Japan,Nagasaki,32.8436,130.053,Wild,Eurasian Wigeon:anas Penelope(Anatidae),27/12/2023
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.0906,130.3532,Wild,White-Naped Crane:grus Vipio(Gruidae),27/12/2023
H5N1,Asia,Eastern Asia,Japan,Siga,35.316667,136.283333,Wild,Unspecified Bird,12/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,36.103012,126.962147,Domestic,Unspecified Bird,18/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,35.825669,127.010108,Domestic,Unspecified Bird,18/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,35.861783,126.994941,Domestic,Unspecified Bird,18/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,42.0165,143.1482,Wild,Large-Billed Crow (Corvus Macrorhynchos),27/12/2023
H5N1,Asia,Eastern Asia,Hong Kong  SAR,Administrative unit not available,22.408705,114.057637,Wild,Teal,21/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Chollanam-do,35.045291,126.589362,Wild,Unspecified Bird,15/12/2023
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.106159,130.273976,Wild,Unspecified Bird,11/12/2023
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.0906,130.3532,Wild,Hooded Crane:grus Monacha(Gruidae),27/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Chungchongnam-do,36.7749,126.920619,Domestic,Unspecified Bird,18/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,35.831225,126.983408,Domestic,Unspecified Bird,18/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Kyongsangbuk-do,36.139473,128.352683,Wild,Whooper Swan:cygnus Cygnus(Anatidae),18/12/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.3,120.175,Wild,Black-Faced Spoonbill (Platalea Minor),26/12/2023
H5N1,Asia,Eastern Asia,Japan,Ibaraki,36.4574,140.4868,Wild,Tufted Duck,27/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,42.9848,144.3813,Wild,Large-Billed Crow (Corvus Macrorhynchos),27/12/2023
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.0906,130.3532,Wild,White-Naped Crane:grus Vipio(Gruidae),27/12/2023
H5N1,Asia,Eastern Asia,Hong Kong  SAR,Administrative unit not available,22.488683,114.03542,Wild,Unspecified Bird,9/12/2023
H5N1,Asia,South-Eastern Asia,Cambodia,Battambang,13.140642,103.136448,Domestic,Unspecified Bird,12/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,35.943889,126.954444,Domestic,Unspecified Bird,11/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,35.943889,126.955,Domestic,Unspecified Bird,11/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,36.046602,126.933058,Domestic,Unspecified Bird,18/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Kyongsangnam-do,35.105919,128.444636,Wild,Mallard:anas Platyrhynchos(Anatidae),18/12/2023
H5N1,Asia,Eastern Asia,Hong Kong  SAR,Administrative unit not available,22.489446,114.033907,Wild,Duck,21/12/2023
H5N6,Asia,Eastern Asia,Japan,Saga,33.2636,130.3008,Wild,Peregrin Falcon:falco Peregrinus(Falconidae),26/12/2023
H5N1,Asia,Western Asia,Israel,Haifa,32.3853,35.0352,Domestic,Unspecified Bird,8/12/2023
H5N1,Asia,Eastern Asia,China,Fujian Sheng,26.0225,119.6024,Wild,Unspecified Bird,13/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.989722,126.471389,Domestic,Unspecified Bird,11/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Chungchongnam-do,36.125169,127.005255,Domestic,Unspecified Bird,18/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.989722,126.471389,Domestic,Unspecified Bird,18/12/2023
H5N1,Asia,Eastern Asia,Japan,Tiba,35.43111,140.22703,Wild,Unspecified Bird,5/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,35.609172,126.84988,Wild,Mandarin Duck:aix Galericulata(Anatidae),18/12/2023
H5N1,Asia,Eastern Asia,Republic of Korea,Kyongsangbuk-do,36.134477,128.352761,Wild,Whooper Swan:cygnus Cygnus(Anatidae),18/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.3941,145.1179,Wild,Whooper Swan:cygnus Cygnus(Anatidae),27/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,42.9848,144.3813,Wild,Large-Billed Crow (Corvus Macrorhynchos),27/12/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,24.72668,120.88917,Domestic,Goose,19/01/2024
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.106159,130.273976,Wild,Unspecified Bird,4/12/2023
H5N1,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.625561,127.191673,Domestic,Unspecified Bird,7/12/2023
H5N6,Asia,Eastern Asia,Republic of Korea,Chollanam-do,34.616667,127.283333,Domestic,Duck,11/12/2023
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.0906,130.3532,Domestic,Unspecified Bird,6/12/2023
H5N1,Asia,Eastern Asia,Japan,Tottori,35.483333,133.866667,Wild,Unspecified Bird,12/12/2023
H5N1,Asia,Eastern Asia,Republic of Korea,Kyongsangbuk-do,36.138532,128.351942,Wild,Unspecified Bird,7/12/2023
H5N1,Asia,Eastern Asia,Republic of Korea,Kyongsangbuk-do,36.134567,128.345794,Wild,Whooper Swan:cygnus Cygnus(Anatidae),18/12/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.7075,120.543889,Domestic,Chicken,4/12/2023
H5N1,Asia,Eastern Asia,Japan,Kumamoto,32.5,130.6,Wild,Gull,11/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.33,145.582778,Wild,Large-Billed Crow (Corvus Macrorhynchos),13/12/2023
H5N1,Asia,Eastern Asia,Republic of Korea,Kyongsangbuk-do,36.138532,128.351942,Wild,Unspecified Bird,5/12/2023
H5N1,Asia,Eastern Asia,Republic of Korea,Kyongsangbuk-do,36.139436,128.345794,Wild,Whooper Swan:cygnus Cygnus(Anatidae),18/12/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.660153,120.515595,Domestic,Chicken,25/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.3302,145.5827,Wild,Large-Billed Crow (Corvus Macrorhynchos),27/12/2023
H5N1,Asia,Eastern Asia,Japan,Kumamoto,32.5074,130.6018,Wild,Herring Gull:larus Argentatus(Laridae),27/12/2023
H5N1,Asia,Eastern Asia,Japan,Miyazaki,31.6018,131.3787,Wild,Northern Pintail (Anas Acuta),11/12/2023
H5N1,Asia,South-Eastern Asia,Philippines,Region III (Central Luzon),15.287175,120.646786,Domestic,Unspecified Bird,8/02/2024
H5N1,Asia,Eastern Asia,Japan,Saitama,35.9416,139.3156,Domestic,Unspecified Bird,6/12/2023
H5N1,Asia,Western Asia,Israel,Southern District,31.6946,34.718,Domestic,Turkey,8/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.3302,145.5827,Wild,Large-Billed Crow (Corvus Macrorhynchos),11/12/2023
H5N1,Asia,Western Asia,Israel,Jerusalem,31.762063,34.967776,Domestic,Turkey,30/11/2023
H5N1,Asia,Eastern Asia,Japan,Niigata,37.9478,139.327,Wild,Tundra Swan (Cygnus Columbianus),11/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,41.7689,140.7286,Wild,Large-Billed Crow (Corvus Macrorhynchos),11/12/2023
H5N1,Asia,Eastern Asia,Japan,Tookyoo,35.694,139.7534,Wild,Eastern Buzzard:buteo Japonicus(Accipitridae),11/12/2023
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.0906,130.3532,Wild,Hooded Crane:grus Monacha(Gruidae),11/12/2023
H5N1,Asia,Eastern Asia,Republic of Korea,Chollabuk-do,35.896652,127.067055,Wild,Eurasian Wigeon:anas Penelope(Anatidae),7/12/2023
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.106159,130.273976,Wild,Unspecified Bird,1/12/2023
H5N1,Asia,Eastern Asia,Japan,Ibaraki,36.3451,140.3043,Domestic,Unspecified Bird,28/11/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.9115,144.6709,Wild,Mountain Hawk-Eagle ,11/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.5552,144.9714,Wild,Whooper Swan:cygnus Cygnus(Anatidae),11/12/2023
H5N1,Asia,Eastern Asia,Japan,Saga,33.104,130.0985,Wild,Large-Billed Crow (Corvus Macrorhynchos),11/12/2023
H5N1,Asia,Eastern Asia,Japan,Saga,33.104,130.0985,Domestic,Unspecified Bird,28/11/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.3033,144.6007,Wild,Whooper Swan:cygnus Cygnus(Anatidae),11/12/2023
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.0906,130.3532,Wild,Teal,11/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.0619,141.3544,Wild,Large-Billed Crow (Corvus Macrorhynchos),11/12/2023
H5N1,Asia,South-Eastern Asia,Cambodia,Kampot,10.74964,104.490023,Domestic,Unspecified Bird,28/11/2023
H5N1,Asia,Eastern Asia,Japan,Miyagi,38.2938,141.0043,Wild,Whooper Swan:cygnus Cygnus(Anatidae),11/12/2023
H5N1,Asia,Eastern Asia,Japan,Gifu,35.22056,136.63647,Wild,Unspecified Bird,15/12/2023
H5N1,Asia,Eastern Asia,Japan,Gifu,35.2206,136.6365,Wild,Accipitridae (Incognita),27/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,42.5748,141.9266,Wild,Whooper Swan:cygnus Cygnus(Anatidae),11/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.6615,145.1313,Wild,Large-Billed Crow (Corvus Macrorhynchos),11/12/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.67317,120.58345,Domestic,Chicken,13/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,44.222,143.6168,Wild,Whooper Swan:cygnus Cygnus(Anatidae),11/12/2023
H5N1,Asia,Eastern Asia,Japan,Toyama,36.8273,137.4092,Wild,Eurasian Wigeon:anas Penelope(Anatidae),11/12/2023
H5N1,Asia,Eastern Asia,Japan,Kooti,33.5587,133.5316,Wild,Peregrin Falcon:falco Peregrinus(Falconidae),11/12/2023
H5N1,Asia,Eastern Asia,Japan,Kagawa,34.2437,134.3587,Wild,Eurasian Wigeon:anas Penelope(Anatidae),11/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.3033,144.6007,Wild,Whooper Swan:cygnus Cygnus(Anatidae),11/12/2023
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.106159,130.273976,Wild,Unspecified Bird,24/11/2023
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.0906,130.3532,Wild,Eurasian Wigeon:anas Penelope(Anatidae),27/11/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,44.222,143.6168,Wild,Whooper Swan:cygnus Cygnus(Anatidae),11/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.0518,144.8474,Wild,Whooper Swan:cygnus Cygnus(Anatidae),11/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.3941,145.1179,Wild,Whooper Swan:cygnus Cygnus(Anatidae),11/12/2023
H5N1,Asia,Eastern Asia,Japan,Miyagi,38.2938,141.0043,Wild,Whooper Swan:cygnus Cygnus(Anatidae),11/12/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.047301,120.184681,Wild,Unspecified Bird,18/11/2023
H5N1,Asia,Eastern Asia,Japan,Gifu,35.41736,136.60853,Wild,Spot-Billed Duck:anas Poecilorhyncha(Anatidae),7/12/2023
H5N1,Asia,Eastern Asia,Japan,Gifu,35.4173,136.6085,Wild,Spot-Billed Duck:anas Poecilorhyncha(Anatidae),27/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,45.1239,142.36,Wild,Eurasian Wigeon:anas Penelope(Anatidae),11/12/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.3941,145.1179,Wild,Red-Crowned Crane (Grus Japonensis),27/11/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.3033,144.6007,Wild,Red-Crowned Crane (Grus Japonensis),27/11/2023
H5N1,Asia,Eastern Asia,Japan,Tiba,35.55994,140.36608,Wild,Unspecified Bird,20/11/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,42.4976,143.2788,Wild,Whooper Swan:cygnus Cygnus(Anatidae),27/11/2023
H5N1,Asia,Eastern Asia,Japan,Okayama,34.585,133.7721,Wild,Northern Pintail (Anas Acuta),27/11/2023
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.106159,130.273976,Wild,Unspecified Bird,17/11/2023
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.0906,130.3532,Wild,Eurasian Wigeon:anas Penelope(Anatidae),27/11/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.5552,144.9714,Wild,Whooper Swan:cygnus Cygnus(Anatidae),27/11/2023
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.0906,130.3532,Wild,Northern Pintail (Anas Acuta),27/11/2023
H5N1,Asia,Eastern Asia,Japan,Okayama,34.6728,133.7464,Wild,Japanese Sparrowhawk,27/11/2023
H5N1,Asia,Eastern Asia,Japan,Tottori,35.5,134.233333,Wild,Unspecified Bird,21/11/2023
H5N1,Asia,South-Eastern Asia,Philippines,Region III (Central Luzon),14.677561,120.528359,Domestic,Unspecified Bird,8/02/2024
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.0906,130.3532,Wild,Eurasian Wigeon:anas Penelope(Anatidae),27/11/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.3941,145.1179,Wild,Swan,27/11/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.6615,145.1313,Wild,Red-Crowned Crane (Grus Japonensis),27/11/2023
H5N1,Asia,Eastern Asia,Japan,Kagosima,32.106159,130.273976,Wild,Unspecified Bird,10/11/2023
H5N1,Asia,Western Asia,Israel,Central District,32.0324,34.8813,Wild,Marbled Teal,8/11/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.0518,144.8474,Wild,Whooper Swan:cygnus Cygnus(Anatidae),27/11/2023
H5N1,Asia,Eastern Asia,Japan,Miyagi,38.6919,141.1877,Wild,Goshawk,7/11/2023
H5N1,Asia,Eastern Asia,Japan,Miyagi,38.5778,140.9559,Wild,Large-Billed Crow (Corvus Macrorhynchos),7/11/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,42.9848,144.3813,Wild,Whooper Swan:cygnus Cygnus(Anatidae),7/11/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.3941,145.1179,Wild,Red-Crowned Crane (Grus Japonensis),27/11/2023
H5N1,Asia,South-Eastern Asia,Philippines,Region III (Central Luzon),15.041184,120.8848,Domestic,Unspecified Bird,8/02/2024
H5Nx,Asia,Eastern Asia,Japan,Hokkaidoo,42.98489,144.38172,Wild,Buzzard,25/10/2023
H5N1,Asia,Western Asia,Israel,Northern,32.9029,35.0941,Wild,Black Stork (Ciconia Nigra),16/10/2023
H5N1,Asia,South-Eastern Asia,Cambodia,Prey Veng,11.4642,105.6414,Domestic,Unspecified Bird,17/11/2023
H5N1,Asia,South-Eastern Asia,Cambodia,Svay Rieng,11.5092,105.7866,Domestic,Unspecified Bird,16/11/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.594722,120.394778,Domestic,Common Quail:coturnix Coturnix(Phasianidae),9/10/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.59072,120.40788,Domestic,Unspecified Bird,31/10/2023
H5N1,Asia,Eastern Asia,Japan,Hokkaidoo,43.333,141.8537,Wild,Large-Billed Crow (Corvus Macrorhynchos),11/10/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.254753,120.177013,Domestic,Chicken,6/10/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.21395,120.19448,Domestic,Unspecified Bird,31/10/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,25.03067,121.48937,Domestic,Unspecified Bird,13/10/2023
H5N1,Asia,South-Eastern Asia,Philippines,Region III (Central Luzon),15.459391,120.590082,Domestic,Unspecified Bird,8/02/2024
H5N1,Asia,Southern Asia,India,Maharashtra,19.23362,72.80541,Wild,Phasianidae (Unidentified):Phasianidae (Incognita)(Phasianidae),24/10/2023
H5N1,Asia,Southern Asia,India,Maharashtra,19.23362,72.80541,Wild,Black Swan:cygnus Atratus(Anatidae),24/10/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.850599,120.373099,Domestic,Common Quail:coturnix Coturnix(Phasianidae),17/09/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,25.03067,121.48937,Domestic,Chicken,17/09/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.76262,120.46901,Domestic,Chicken,17/09/2023
H5N1,Asia,Eastern Asia,Republic of Korea,Seoul,37.488812,126.923431,Domestic,Cats,4/08/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,22.74908,120.585888,Domestic,Chicken,2/08/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,23.40541,120.31648,Domestic,Duck,2/08/2023
H5N1,Asia,Eastern Asia,Taiwan (Province of China),Taiwan Sheng,22.740662,120.532843,Domestic,Chicken,2/08/2023
H5N1,Asia,Eastern Asia,Republic of Korea,Seoul,37.532364,126.953955,Domestic,Cats,26/07/2023
H5N1,Asia,Eastern Asia,China,Xizang Zizhiqu,31.5023,92.0477,Wild,Unspecified Bird,3/08/2023
H5N1,Asia,South-Eastern Asia,Philippines,Region III (Central Luzon),15.777207,120.782102,Domestic,Unspecified Bird,8/02/2024
H5N1,Asia,South-Eastern Asia,Philippines,Region III (Central Luzon),14.940013,120.810639,Domestic,Unspecified Bird,8/02/2024
H5N1,Asia,South-Eastern Asia,Philippines,Region III (Central Luzon),14.940013,120.810639,Domestic,Unspecified Bird,8/02/2024
H5N1,Asia,Southern Asia,Nepal,Central,27.695164,85.25411,Domestic,Chicken,12/06/2023
H5N1,Asia,Southern Asia,Nepal,Central,27.67831,85.430292,Domestic,Chicken,12/06/2023
